username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BBoason;2018-12-25 17:21;55;47;"Crude world of crude oil . #Brent now selling at $50.47pb. #Nigeria 2019 oil budget is set at $60pb";;;#Brent #Nigeria;"1077660746325127168";https://twitter.com/BBoason/status/1077660746325127168
HeshmatAlavi;2018-12-24 17:22;46;67;"Bad news for #Iran 's regime World oil prices dropping further U.S. light crude - $42.54 Brent - $50.43 https://www. dailyfx.com/crude-oil @realDonaldTrump #SanctionsAreWorking pic.twitter.com/oHZ0jeBWDM";;@realDonaldTrump;#Iran #SanctionsAreWorking;"1077298498184380418";https://twitter.com/HeshmatAlavi/status/1077298498184380418
josch2012;2018-12-23 12:35;0;0;"Brent Crude Oil Chartanalyse KW51-52/18 Schöne Bescherung Kurs <55$ Anstieg über 55$ oder sehen wir noch die 50$?? https:// rohstoff.boersentagebuch.eu/?p=1618";;;;"1076863988531716096";https://twitter.com/josch2012/status/1076863988531716096
EIAgov;2018-12-22 16:36;37;39;"#ICYMI - Current #crudeoil price declines are similar to 2014, but some measures of U.S. oil producers' financial positions vary. https:// go.usa.gov/xEx7W #OilPrices #WTI #Brent pic.twitter.com/T63ErScnZP";;;#ICYMI #crudeoil #OilPrices #WTI #Brent;"1076562013734690816";https://twitter.com/EIAgov/status/1076562013734690816
HeshmatAlavi;2018-12-22 09:59;33;48;"While #Iran 's mullahs believed the price of oil would skyrocket to $200/barrel after U.S. sanctions, US crude ends the week down 11% at $45.59. - Brent crude down 40 cents at $53.95, lowest since Sep 2017. #SanctionsAreWorking pic.twitter.com/uUpaajbsyz";;;#Iran #SanctionsAreWorking;"1076462343918362624";https://twitter.com/HeshmatAlavi/status/1076462343918362624
FCamusso;2018-12-21 08:47;52;83;"Le vamos a mandar otro tuit a @YPFoficial para contarle que el OIL Brent , de referencia en Argentina, está cayendo otros 1,5%. Lleva -42% en los últimos dos meses y el dólar no se movió. Saluditos. Cc @JavierJiguacel pic.twitter.com/wowbM2HcVU";;@YPFoficial @JavierJiguacel;;"1076081626168418305";https://twitter.com/FCamusso/status/1076081626168418305
CNBCArabia;2018-12-20 16:58;78;56;"عاجل | خام #برنت يهوي 5% ليبلغ عند التسوية 54.35 دولار للبرميل وهو ادنى مستوى منذ سبتمبر 2017 #OIL #NYMEX #BRENT #CRUDE pic.twitter.com/PHldMDx0dI";;;# #OIL #NYMEX #BRENT #CRUDE;"1075842814724972544";https://twitter.com/CNBCArabia/status/1075842814724972544
jsblokland;2018-12-20 05:47;44;69;"Brent #oil falls to new low, because investors just like to sell everything right now. pic.twitter.com/FIoGYdHXnf";;;#oil;"1075674060313559040";https://twitter.com/jsblokland/status/1075674060313559040
TheBubbleBubble;2018-12-18 19:54;28;57;"WTI and Brent crude oil are crashing below many important technical levels - a very bad sign: https:// realinvestmentadvice.com/crude-oils-bus t-continues/ … pic.twitter.com/4C4y7wmU7T";;;;"1075162411378855936";https://twitter.com/TheBubbleBubble/status/1075162411378855936
charttec;2018-12-17 17:05;0;0;"Neue Wochenanalyse Brent Oil Future ICE (17.12.2018): https://www. charttec.de/html/analyse_s tart.php …";;;;"1074757502875648002";https://twitter.com/charttec/status/1074757502875648002
ayrshire_boy;2018-12-29 08:52;17;51;"How's that Brent crude oil price doing? The dodgy duo Salmond and Sturgeon going all in with the lie that our oil is what will make Scotland a successful independent nation. Aug 2014 $100 barrel Now $50 barrel , he even quote the $113 barrel price as being likely. #SNPlies";;;#SNPlies;"1078982025695191042";https://twitter.com/ayrshire_boy/status/1078982025695191042
staunovo;2018-12-28 16:49;5;21;"Money managers have increased their bullish ICE Brent crude oil bets by 12,403 net-long positions to 152,000, weekly ICE Futures Europe data on futures and options show. BBG #OOTT";;;#OOTT;"1078739635646418944";https://twitter.com/staunovo/status/1078739635646418944
JavierBlas;2018-12-28 06:33;38;51;"Wall Street is betting that Brent #oil will rise in the New Year as the #OPEC + cuts start to bite (and demand growth won’t slowdown as much as feared) | #OOTT via @alexlongley1 https://www. bloomberg.com/news/articles/ 2018-12-28/oil-watchers-see-70-a-barrel-in-2019-as-recession-fears-fade … – bei Portalet - Formigal";;@alexlongley1;#oil #OPEC #OOTT;"1078584795876208640";https://twitter.com/JavierBlas/status/1078584795876208640
jsblokland;2018-12-27 16:27;15;19;"Brent #oil ’s slow melt up and swift collapse in one chart! Down 37% from its October high. pic.twitter.com/fmfB6Dfy0W";;;#oil;"1078371817209892865";https://twitter.com/jsblokland/status/1078371817209892865
chris1argus;2018-12-27 06:55;14;16;"Still expect $100 #oil ? So far this year: #Brent -20.5% #WTI -25.2% #Crudeoil slips back towards 18-month lows as supply outstrips demand while #OPEC supply stays high #OOTT #energy #gas #gasoline #Saudi #shale #Permian #Texas #Iran #sanctions #Libya https:// reut.rs/2rUpJ1f pic.twitter.com/ezV8Fj04jJ";;;#oil #Brent #WTI #Crudeoil #OPEC #OOTT #energy #gas #gasoline #Saudi #shale #Permian #Texas #Iran #sanctions #Libya;"1078227900812484609";https://twitter.com/chris1argus/status/1078227900812484609
Richards_Karin;2018-12-26 18:16;21;28;"Holy Moses. Crude oil up 10.1%. Brent up 9.3%.";;;;"1078036770493812744";https://twitter.com/Richards_Karin/status/1078036770493812744
JavierBlas;2018-12-26 14:39;14;30;"Post Santa rally? WTI #oil rallies 7% above $45 a barrel. Brent up to $54 a barrel | #OOTT";;;#oil #OOTT;"1077982370089840643";https://twitter.com/JavierBlas/status/1077982370089840643
Ole_S_Hansen;2018-12-26 11:49;16;40;"$50/b in #Brent crude #oil is huge, both from a technical and psychological perspective. So far its holding #OOTT pic.twitter.com/iDPTeZRGs8";;;#Brent #oil #OOTT;"1077939491258728448";https://twitter.com/Ole_S_Hansen/status/1077939491258728448
TeqTrader;2018-12-26 06:57;6;21;"Mitron, #BRENT OIL bottoms EXACTLY at #TnT 's TGT= $50.30... #FirEkbaarModiSarkar #NationFirst #IndiaFisrt hum bolega tho, bologey key, boltha hain pic.twitter.com/57ZI4achxl";;;#BRENT #TnT #FirEkbaarModiSarkar #NationFirst #IndiaFisrt;"1077865978774593536";https://twitter.com/TeqTrader/status/1077865978774593536
osaeB;2018-12-26 06:35;40;17;"Brent Crude Oil currently trading at US$50.79, almost US$10 below the 2019 budget benchmark. Revenue projections already falling apart even before we consider the budget.";;;;"1077860477915619338";https://twitter.com/osaeB/status/1077860477915619338
Az_e_11_;2018-12-24 16:11;10;25;"Oil prices have collapsed. US crude teasing at $42. Brent at $50";;;;"1077280696174030850";https://twitter.com/Az_e_11_/status/1077280696174030850
Samir_Madani;2018-12-24 14:30;9;52;"With the price of oil dropping more than 40% since October due to all the Iran waivers you shocked them with, Saudi Arabia’s priorities are going to be on how to balance a national budget with Brent oil now at $52.25. They need $85-90.";;;;"1077255136144171009";https://twitter.com/Samir_Madani/status/1077255136144171009
jsblokland;2018-12-24 07:09;13;17;"Brent #oil in one chart! Up 92% from June 2017 until October 2018, down 38% since then. pic.twitter.com/H8L175WGqj";;;#oil;"1077144236485681153";https://twitter.com/jsblokland/status/1077144236485681153
Longterm_wealth;2018-12-22 00:57;5;90;"Overnight, Brent Crude Oil dipped further to a new year low of US$52.79 vs yesterday’s low of $54.64. Will definitely ease out pressure on CAD....";;;;"1076325848024702976";https://twitter.com/Longterm_wealth/status/1076325848024702976
Ole_S_Hansen;2018-12-21 18:41;13;23;"COT on #WTI and #Brent crude #oil in wk to Dec 18 #OOTT pic.twitter.com/ThpHt4rP0v";;;#WTI #Brent #oil #OOTT;"1076231328876642304";https://twitter.com/Ole_S_Hansen/status/1076231328876642304
business;2018-12-20 17:33;13;17;"During the last oil price crash in 2014, the S&P 500 and Brent crude moved in opposite directions, but this time they're moving in tandem https:// bloom.bg/2CpSbOL";;;;"1075851695161311233";https://twitter.com/business/status/1075851695161311233
SoberLook;2018-12-20 01:40;21;21;"Chart: The Brent crude oil futures curve; time to book floating storage again? #OOTT pic.twitter.com/71EbRfHXZP";;;#OOTT;"1075611999109812224";https://twitter.com/SoberLook/status/1075611999109812224
anders_aslund;2018-12-18 18:18;11;29;"Massive fall in the oil price today: Brent down 5.5% to $56.31/bbl. pic.twitter.com/hCxcElZC8u";;;;"1075138327169380355";https://twitter.com/anders_aslund/status/1075138327169380355
Ole_S_Hansen;2018-12-16 10:59;21;47;"The combined net-long (+256k lots) in Brent and WTI crude #oil is now more than 20% below the previous two lows in Aug-16 and June-17 from where it rallied strongly on both occasions. #OOTT pic.twitter.com/N2QOoMIcdh";;;#oil #OOTT;"1074303119159373825";https://twitter.com/Ole_S_Hansen/status/1074303119159373825
OilSheppard;2018-12-11 07:56;15;37;"BIG OIL , BIG PROBLEMS? Performance YTD leaves majority in the red, but all have outperformed the benchmark oil price ( Brent off 9.5% YTD). BP -1.5% Shell -6.6% Total +4.1% ExxonMobil -8.8% Chevron -8.3% ConocoPhillips +17.4% #OOTT";;;#OOTT;"1072445021671051265";https://twitter.com/OilSheppard/status/1072445021671051265
JavierBlas;2018-12-10 16:44;29;28;"Credibility problem? #Oil has now given up most of its post #OPEC price gains, with Brent dropping again below $60 a barrel | #OOTT #SaudiArabia #Russia pic.twitter.com/AeAEQcOqCg";;;#Oil #OPEC #OOTT #SaudiArabia #Russia;"1072215553568374786";https://twitter.com/JavierBlas/status/1072215553568374786
DailyFX_DE;2018-12-10 09:29;0;1;"Ölpreis WTI: Konsolidierung, Boden oder weiter abwärts? https:// bddy.me/2UuPVwp #Oelpreis #WTI #Brent $ USO $ UKO #Oil #Rohöl #OPEC pic.twitter.com/EPe2Pgk8XA";;;#Oelpreis #WTI #Brent #Oil #Roh #OPEC;"1072106131026309122";https://twitter.com/DailyFX_DE/status/1072106131026309122
chris1argus;2018-12-10 07:16;33;45;"#Saudi Arabia #Iran #Iraq #UAE and #Algeria all face significant budget deficits next year unless they can get #crudeoil prices above current levels - @BofAML #Brent #WTI #oil #gas #OPEC #OOTT #energy #Nigeria #Libya pic.twitter.com/1nlt8lOXd2";;@BofAML;#Saudi #Iran #Iraq #UAE #Algeria #crudeoil #Brent #WTI #oil #gas #OPEC #OOTT #energy #Nigeria #Libya;"1072072627391479808";https://twitter.com/chris1argus/status/1072072627391479808
zerohedge;2018-12-09 22:12;16;53;"Morgan Stanley Cuts Brent 2019 Oil Price Est. by $10 to $68.50/B Goldman: "this is fake news"";;;;"1071935700499542016";https://twitter.com/zerohedge/status/1071935700499542016
josch2012;2018-12-09 11:35;0;0;"Brent Crude Oil Chartanalyse KW49-50/18 - Brent über 61$ - Anstieg bis 70$ oder Rücksetzer auf~ 56$? https:// rohstoff.boersentagebuch.eu/?p=1588";;;;"1071775429516767235";https://twitter.com/josch2012/status/1071775429516767235
TweetsMillenia;2018-12-09 07:15;13;30;"On Oil OPEC cut 1.2 million bopd China Oil imports: new record November 10.475mbpd India? On Record! Hedge funds cut bullish Brent Oil bets, again to 136k. Ten weeks of selling Net-long to lowest since Aug2015 Some will miss what’s coming #OOTT $ TS pic.twitter.com/EhQvAS5jVD";;;#OOTT;"1071710033027719170";https://twitter.com/TweetsMillenia/status/1071710033027719170
suhasinih;2018-12-09 03:00;31;70;"OPEC countries agree to cut oil output 1.2 million bpd, Brent Crude rises 4.9%. https://www. cnbc.com/2018/12/07/ope c-meeting-saudi-arabia-and-russia-look-to-impose-production-cuts.html …";;;;"1071645665283911680";https://twitter.com/suhasinih/status/1071645665283911680
Ole_S_Hansen;2018-12-08 06:22;22;38;"Hedge funds cut bullish #Brent crude #oil bets by 32k lots to 136k lots ahead of last weeks #Opec meeting. Ten weeks of selling has cut the net-long to the lowest since Aug 2015. CFTC COT reports delayed until Monday after US close #OOTT pic.twitter.com/UlK7Uj04xy";;;#Brent #oil #Opec #OOTT;"1071334265793724417";https://twitter.com/Ole_S_Hansen/status/1071334265793724417
jsblokland;2018-12-07 11:16;24;17;"#OPEC said to agree 1.2 million output cut, more than the anticipated 1 million. Brent #oil up almost 5%! pic.twitter.com/1bZTsTGHiv";;;#OPEC #oil;"1071045688023236613";https://twitter.com/jsblokland/status/1071045688023236613
TheBubbleBubble;2018-12-06 13:50;16;44;"If WTI crude oil closes convincingly below the key $50 level and Brent crude oil closes below $60, a more serious crude oil (and shale energy bust) is ahead: https:// realinvestmentadvice.com/why-oils-crash -will-cause-a-shale-energy-bust/ … $ USO $ OIL #OOTT pic.twitter.com/XqMo3lQbCs";;;#OOTT;"1070722119250657281";https://twitter.com/TheBubbleBubble/status/1070722119250657281
AFP;2018-12-06 07:43;18;26;"#BREAKING Brent oil price sinks under $60 a barrel on Saudi comments pic.twitter.com/CQeB7EOQg5";;;#BREAKING;"1070629707891265536";https://twitter.com/AFP/status/1070629707891265536
JavierBlas;2018-12-06 03:57;23;19;"The #oil markets is so far unimpressed with the #OPEC + chatter of ~1m b/d output cut (the figure mentioned by Oman), with Brent heading back to $60 a barrel this morning. Our last story is here: https://www. bloomberg.com/news/articles/ 2018-12-06/opec-grasps-for-oil-cuts-deal-to-lift-price-in-defiance-of-trump?srnd=premium-europe … pic.twitter.com/ictG80N3RA";;;#oil #OPEC;"1070572973751500800";https://twitter.com/JavierBlas/status/1070572973751500800
JismaniRemand;2018-12-05 17:20;12;26;"Khurram Hussain who measures Oil prices in Pakistan wrt to crude oil and not Brent is perhaps greatest Economist after Ishaq Dar we have ever produced.";;;;"1070412553807900679";https://twitter.com/JismaniRemand/status/1070412553807900679
StatiSense;2018-12-04 15:58;27;25;"BRENT OIL PRICE: December 4, 2017 - $62.45 May 4, 2018 - $74.87 June 4, 2018 - $75.29 July 4, 2018 - $78.24 August 6, 2018 - $73.75 September 4, 2018 - 78.19 October 4, 2018 - $84.58 November 5, 2018 - $73.17 December 4, 2018 - $61.81 Source: @Investingcom";;@Investingcom;;"1070029595322273794";https://twitter.com/StatiSense/status/1070029595322273794
charttec;2018-12-03 18:21;0;0;"Neue Wochenanalyse Brent Oil Future ICE (03.12.2018): https://www. charttec.de/html/analyse_s tart.php …";;;;"1069703126574354433";https://twitter.com/charttec/status/1069703126574354433
ariva;2018-12-03 09:27;0;0;"Die Entspannung im Handelsstreit zwischen den #USA und #China sowie die Aussicht auf #Förderkürzungen verleihen den #Ölpreisen Auftrieb: #oil #öl #ölpreis #Brent #WTI #Russland #SaudiArabien https://www. ariva.de/news/oelpreise -im-aufwind-aufatmen-im-handelsstreit-und-aussicht-7287304 …";;;#USA #China #F # #oil # # #Brent #WTI #Russland #SaudiArabien;"1069568931692756992";https://twitter.com/ariva/status/1069568931692756992
josch2012;2018-12-02 12:28;0;1;"Brent Crude Oil Chartanalyse KW48-49/18 - Kurs wenig verändert - fallender Trend nach wie vor intakt https:// rohstoff.boersentagebuch.eu/?p=1577";;;;"1069251912300707841";https://twitter.com/josch2012/status/1069251912300707841
Ole_S_Hansen;2018-12-02 05:58;11;21;"Overall the combined net-long crude #oil position in WTI and Brent dropped to 339k lots a near three-year low and a level from where buyers have returned in the past #OOTT pic.twitter.com/Hkdl5uFiL4";;;#oil #OOTT;"1069153824726765568";https://twitter.com/Ole_S_Hansen/status/1069153824726765568
Ole_S_Hansen;2018-12-02 05:58;17;28;"Funds cut both bullish and not least bearish #WTI crude #oil bets which left the net higher for the first time in 12 weeks. #Brent meanwhile saw continued long liquidation and fresh shorts being added. #OOTT pic.twitter.com/2vJ1uBfrAE";;;#WTI #oil #Brent #OOTT;"1069153823023861760";https://twitter.com/Ole_S_Hansen/status/1069153823023861760
C_Barraud;2018-12-01 06:56;16;14;"#OOTT | Crude #Oil Managed Money Combined net (Long) Positions in Nymex #WTI , ICE WTI and #Brent contracts fell to 338.91 million barrels (lowest since Feb. 2016) pic.twitter.com/WpbzghNwkE";;;#OOTT #Oil #WTI #Brent;"1068805965095546880";https://twitter.com/C_Barraud/status/1068805965095546880
JavierBlas;2018-11-30 17:15;49;59;"CHART OF THE DAY: WTI and Brent crude #oil prices fell in November >20%, the biggest monthly drop since the global financial crisis in 2008. What a crazy last 8 weeks. And we still have another week to the #OPEC meeting in Vienna on Dec 6 | #OOTT via @TheTerminal @tictoc pic.twitter.com/4Kiv8LtZdV";;@TheTerminal @tictoc;#oil #OPEC #OOTT;"1068599326178533376";https://twitter.com/JavierBlas/status/1068599326178533376
zerohedge;2018-11-30 11:26;391;1098;"Nov 1: Goldman predicts Brent will hit $80 by year end What followed was the biggest monthly drop in oil in 10 years";;;;"1068511542386323456";https://twitter.com/zerohedge/status/1068511542386323456
JavierBlas;2018-11-29 16:36;21;35;"Market still doubting (or daring) #OPEC : Brent #oil flat price up on chatter that Russia is perhaps leaning toward a cut, but maybe no a big one. Brent time-spreads have sold off, however. WTI flat price rise hasn't been matched in time-spreads either | #OOTT Chart is Brent Z9-Z0 pic.twitter.com/PFOFo1Z9y0";;;#OPEC #oil #OOTT;"1068227250288500740";https://twitter.com/JavierBlas/status/1068227250288500740
abidifactor;2018-11-29 11:36;56;119;"Chalaki: The Govt. has asked OGRA to propose an increase in petrol / diesel retail prices in spite of the falling crude / brent oil prices globally, so that PMIK can reject the proposal, make news about it, get praise from Imran-Zada's and maintain the existing exorbitant rates.";;;;"1068151787738279937";https://twitter.com/abidifactor/status/1068151787738279937
BudgITng;2018-11-28 10:36;30;22;"FG does not project massive rise in oil prices in the future. Brent Oil price is currently at $59 per barrel. What's the fate of Nigeria's finance? Donwload a summary of 2019-2012 MTEF for more. LINK: http:// yourbudgit.com/wp-content/upl oads/2018/11/MTEF-20191.pdf … pic.twitter.com/kwtdjDpqqW";;;;"1067774196271456256";https://twitter.com/BudgITng/status/1067774196271456256
marktpirate1;2018-11-27 04:41;0;0;"Credit Suisse Structured Products New Issues: BRC auf Brent Crude Oil in USD | 10% p.a. Coupon | 60% Barriere | 1 Jahr Laufzeit | Jetzt in Zeichnung https://www. marktpuls.ch/artikel/permal ink/314610 …";;;;"1067322466882723840";https://twitter.com/marktpirate1/status/1067322466882723840
charttec;2018-11-26 18:12;0;0;"Neue Wochenanalyse Brent Oil Future ICE (26.11.2018): https://www. charttec.de/html/analyse_s tart.php …";;;;"1067164304791744512";https://twitter.com/charttec/status/1067164304791744512
josch2012;2018-11-25 13:08;0;0;"Brent Crude Oil Chartanalyse KW47-48/18 - Kurs fällt unter 60$ - geht der Abschwung weiter als Mahnung für die Aktienmärkte? https:// rohstoff.boersentagebuch.eu/?p=1571";;;;"1066725375328378885";https://twitter.com/josch2012/status/1066725375328378885
Samir_Madani;2018-11-24 10:40;35;48;"#OOTT Crude oil is down off its annual peak by a third and now there’s fuel riots in Paris. We’re ridiculously overtaxed on that front here in the EU. A gallon is >$6 and has come down only by a little since Brent was in its $80’s. Didn’t even cost this much when oil was $147. https:// twitter.com/BreakingNLive/ status/1066281975785373696 …";;;#OOTT;"1066325789833084929";https://twitter.com/Samir_Madani/status/1066325789833084929
Longterm_wealth;2018-11-24 08:10;43;275;"The same media elements which created panic in India with gloomy faces on rise of Brent oil over 80+ levels.. Are not at all seen cheering with same fervent at after sudden drop of Brent oil below 60 levels. Probably busy in " FINDING next THING " to create worry/panic";;;;"1066287975246557184";https://twitter.com/Longterm_wealth/status/1066287975246557184
business;2018-11-23 20:11;23;47;"Hedge funds haven't been this pessimistic about global oil prices since Brent crude was spiraling into its worst rout in a generation almost three years ago https:// bloom.bg/2R8c95f";;;;"1066106930014367749";https://twitter.com/business/status/1066106930014367749
Ole_S_Hansen;2018-11-23 18:56;28;49;"Funds cut their #Brent crude net-long by 32k lots to 183k lots in the wk to Nov. 20, In doing so they turned the least bullish since Dec 2015. WTI data delayed until Monday. #OOTT #oil pic.twitter.com/5845CQwZZq";;;#Brent #OOTT #oil;"1066088086214463491";https://twitter.com/Ole_S_Hansen/status/1066088086214463491
Schuldensuehner;2018-11-23 13:08;94;95;"#Oil in free fall: Brent slumps <$60 for 1st time since Oct2017. Crude on track for biggest 1mth decline since 2014 as global supply, led by US, growing more quickly than demand. IEA expects non-OPEC output to rise by 2.3mln bpd this yr, up from earlier forecast of 1.8mln. (RTRS) pic.twitter.com/ilHtJzXIzU";;;#Oil;"1066000447184535552";https://twitter.com/Schuldensuehner/status/1066000447184535552
ReutersJamie;2018-11-23 12:25;43;36;"Brent crude oil update: - now below $60 - closer to $20 a barrel than $100 - down 12% this week - worst week in almost 3 years - down 7 weeks in a row - down 32% since Oct 3 pic.twitter.com/TIiujz8B1X";;;;"1065989764036341760";https://twitter.com/ReutersJamie/status/1065989764036341760
mikeschussler;2018-11-23 10:54;34;88;"Brent crude oil priced at $59,44. First time in 13 months below $60 per barrel. The cartel not holding despite sanction on Iran and production cuts. That equals a 30% drop in seven weeks! Something is seriously changing and will boost non-oil countries prospects if kept up";;;;"1065966697918734336";https://twitter.com/mikeschussler/status/1065966697918734336
aktienwien;2018-11-23 06:00;0;0;"Brent Crude Oil -Express-Zertifikat mit 5,75% Zinsen und 40% Schutz http:// boerse-express.com/news/articles/ brent-crude-oil-express-zertifikat-mit-575-zinsen-und-40-schutz-65910 …";;;;"1065892727538311168";https://twitter.com/aktienwien/status/1065892727538311168
MrktScreener;2018-11-23 05:40;0;0;"London Brent Oil : Erdöl: Das Ende der Illusion eines Gleichgewichts zwischen Angebot und Nachfrage. http:// de.4-traders.com/LONDON-BRENT-O IL-4948/news/London-Brent-Oil-Erdol-Das-Ende-der-Illusion-eines-Gleichgewichts-zwischen-Angebot-und-Nachfrage-27651672/ …";;;;"1065887679391457281";https://twitter.com/MrktScreener/status/1065887679391457281
Doris23ann;2018-11-22 12:20;0;0;"Brent Crude Oil : Zurück auf 70 USD und dann Kurs auf 55 USD? http:// tinyurl.com/y95txw97";;;;"1065626014850666496";https://twitter.com/Doris23ann/status/1065626014850666496
OilSheppard;2018-11-21 09:59;38;109;"Fact check: Incorrect. Brent , the international crude oil benchmark, peaked at $86.74 a barrel on Oct 3. Hit a 2018 low of $61.71 yesterday. West Texas Intermediate, the US crude oil benchmark, peaked at $76.90 a barrel on Oct 3. Hit a 2018 low of $52.77 a barrel yesterday. https:// twitter.com/realDonaldTrum p/status/1065225779825598465 …";;;;"1065228185837740032";https://twitter.com/OilSheppard/status/1065228185837740032
OilSheppard;2018-11-20 15:12;22;30;"Oil getting another hammering with Brent crude down to $62.49 a barrel - off 6.3%, while WTI drops 6 per cent to $53.63/bbl. This against a backdrop of Saudi saying they're looking for a +1m b/d cut in output in December This looks like capitulation on top of capitulation #OOTT";;;#OOTT;"1064944463892684802";https://twitter.com/OilSheppard/status/1064944463892684802
smarket;2018-11-20 14:21;21;64;"Brent Crude at $63.....No discussion about Oil prices now by fake economists on TV in India";;;;"1064931838513332224";https://twitter.com/smarket/status/1064931838513332224
sandipsabharwal;2018-11-20 12:51;47;252;"Headline Oil prices fall to a new one-year low amid concerns about rising global supplies and growing fears of an economic slowdown. Arre Bhaiya on 4th of October Brent was at $ 86. In one month how can the "fears of slowdown" grow so much without any supporting data.";;;;"1064909024007737345";https://twitter.com/sandipsabharwal/status/1064909024007737345
charttec;2018-11-19 17:04;0;0;"Neue Wochenanalyse Brent Oil Future ICE (19.11.2018): https://www. charttec.de/html/analyse_s tart.php …";;;;"1064610356331458560";https://twitter.com/charttec/status/1064610356331458560
kj_brent;2018-11-19 12:54;13;376;"no gas. no oil change. no tire change with all that driftin pic.twitter.com/uMErXDb8pW";;;;"1064547560361263104";https://twitter.com/kj_brent/status/1064547560361263104
josch2012;2018-11-18 12:46;0;1;"Brent Crude Oil Chartanalyse KW46-47/18 - Kurs liegt knapp unter 68$ - technische Gegenbewegung und dann?? https:// rohstoff.boersentagebuch.eu/?p=1562";;;;"1064182947211870209";https://twitter.com/josch2012/status/1064182947211870209
C_Barraud;2018-11-17 07:40;20;24;"#OOTT | Crude #Oil Managed Money Combined net Positions in Nymex #WTI , ICE WTI and #Brent contracts decreased to 379.95M (lowest since June 2017) vs 433.43M prior. pic.twitter.com/dA73N8stBc";;;#OOTT #Oil #WTI #Brent;"1063743600087973888";https://twitter.com/C_Barraud/status/1063743600087973888
