username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
CEPIL_Ghana;2019-08-09 11:10;5;5;"#FlashbackFriday On 28th & 29th Nov 2017, CEPIL with funding support from OSIWA organised a workshop to sensitise key stakeholders on possible environmental and social impacts of exploration of iron ore ... Read more below: http:// cepil.org.gh/capacity-build ing/13-capacity-building/62-workshop-on-legal-framework-for-mining-in-ghana-for-tatale-and-zabzugu-district-assemblies-and-other-stakeholders-in-the-northern-region …";;;#FlashbackFriday;"1159829210560704512";https://twitter.com/CEPIL_Ghana/status/1159829210560704512
ShaneOliverAMP;2019-08-09 04:20;4;24;"Iron ore price well down from highs but still above Aust 2019-20 budget assumptions. Not so for coal prices. (Macquarie Macro Strategy charts) pic.twitter.com/DtgpiBq7wd";;;;"1159726005025570816";https://twitter.com/ShaneOliverAMP/status/1159726005025570816
Olyn_tshepang;2019-08-08 13:57;0;13;"Kumba Iron Ore women's day celebration pic.twitter.com/hEfU58NIUx";;;;"1159508834517508096";https://twitter.com/Olyn_tshepang/status/1159508834517508096
chigrl;2019-08-07 07:13;16;32;"#IronOre >>Extends Epic Sell-Off as Rout Drives Futures Below $90 https://www. bloomberg.com/amp/news/artic les/2019-08-07/iron-ore-extends-epic-sell-off-with-retreat-back-into-the-80s?__twitter_impression=true … pic.twitter.com/qMTDXc0Y1W";;;#IronOre;"1159044895732043776";https://twitter.com/chigrl/status/1159044895732043776
Scutty;2019-08-07 01:59;8;19;"Dalian iron ore looking more than a little ill on Wednesday. Jan 2020 contract off another 4.4% to ¥667.5 a tonne. pic.twitter.com/dDk5QFRwGv";;;;"1158965931516686336";https://twitter.com/Scutty/status/1158965931516686336
nehaa_sinha;2019-08-06 23:55;170;688;"The spectacular Chitrakote falls of Chattisgarh! The Indravati river is magnificent in this season. There is iron ore in this region, but we should decide whether we need mining in all the places that minerals and ores occur or fresh water. #WednesdayWisdom pic.twitter.com/G2CEYxePC6";;;#WednesdayWisdom;"1158934682190274560";https://twitter.com/nehaa_sinha/status/1158934682190274560
RioTinto;2019-08-14 20:15;3;23;"Excited to announce that we’ve completed the first fully integrated paperless trade in #ironore . The whole process integrates intelligent contracts, electronic documents and a trade finance #blockchain resulting in a faster, more streamlined transaction #pioneeringprogress pic.twitter.com/hcFuTYYHcc";;;#ironore #blockchain #pioneeringprogress;"1161778478435295232";https://twitter.com/RioTinto/status/1161778478435295232
essDOCS;2019-08-14 04:50;4;6;"Our #CargoDocs solution recently enabled the first fully integrated #paperlesstrade transaction in #ironore , involving #RioTinto , #Cargill , #HSBC & #BNPParibas – combining tech from @essDOCS , @voltrontrade & @ChinsayAB ! Read more -> https:// bit.ly/31ECtck pic.twitter.com/c7HxuRb7gZ";;@essDOCS @voltrontrade @ChinsayAB;#CargoDocs #paperlesstrade #ironore #RioTinto #Cargill #HSBC #BNPParibas;"1161545549864218625";https://twitter.com/essDOCS/status/1161545549864218625
hxjqcorp;2019-08-14 04:15;0;1;"Challenges and opportunities in the iron ore crusher market. Learn more stories please visit: https://www. ivtinternational.com/features/trial s-and-opportunities-for-the-iron-ore-crusher-market.html … pic.twitter.com/pQ5GTVYE52";;;;"1161536780727914496";https://twitter.com/hxjqcorp/status/1161536780727914496
CNBCTV18News;2019-08-14 04:11;3;12;"#OnCNBCTV18 | Amitava Mukherjee, Director-Finance, @nmdclimited says imported iron ore has become cheaper; Cannot give a particular timeline for commissioning of steel plant #1QWithCNBCTV18 @Nigel__DSouza @Reematendulkar pic.twitter.com/adt1IEkRA1";;@nmdclimited @Nigel__DSouza @Reematendulkar;#OnCNBCTV18 #1QWithCNBCTV18;"1161535701432905730";https://twitter.com/CNBCTV18News/status/1161535701432905730
DryBulkETF;2019-08-12 22:42;4;15;"-GOLDMAN SAYS IRON ORE WILL REBOUND TO $115/TON IN THREE MONTHS - IRON ORE PRICES NEED TO RISE TO BALANCE MARKET, GOLDMAN SAYS Meanwhile: JPMorgan Reduces 2019 Iron Ore Outlook 5% as `Froth' Comes Out #shipping #drybulk $ BDRY";;;#shipping #drybulk;"1161090680552402947";https://twitter.com/DryBulkETF/status/1161090680552402947
acatfromgreece;2019-08-12 16:04;1;54;"’Daaad!’ ‘Admiral Forbes’s responsibility for the Norwegian convoys continued...’ ‘But he’s being mean to me!’ ‘Submarine patrols off Heligoland were restarted on 18th February...’ ‘It’s my tuuurrn!’ ‘Key to the Norwegian campaign was the importance of the iron ore trade...’";;;;"1160990340758802433";https://twitter.com/acatfromgreece/status/1160990340758802433
MinorMinerLSE;2019-08-12 13:41;4;16;"'..a time of rising demand for high-grade iron ore ..' #Glencore 's Jyothish George on BoD of Champion Iron, as well as the BoD of Jumelles, the JV vehicle for the huge and high-grade #Zanaga deposit with #ZIOC . The demand for high grade being well noted. https:// finance.yahoo.com/news/champion- iron-ships-ten-millionth-113000157.html … pic.twitter.com/cdHWuvKrmh";;;#Glencore #Zanaga #ZIOC;"1160954492424249344";https://twitter.com/MinorMinerLSE/status/1160954492424249344
Mellor_Metals;2019-08-12 07:58;0;2;"Did you know that recycling one car saves more than 2,500 lbs. of iron ore , 1,400 lbs. of coal, and 120 lbs. of limestone? (ISRI, 2016) #scrapfacts #recyclingforfuturegenerations #endoflifevehicles pic.twitter.com/QLS2bSXB2v";;;#scrapfacts #recyclingforfuturegenerations #endoflifevehicles;"1160868087056539649";https://twitter.com/Mellor_Metals/status/1160868087056539649
MiningWeekly;2019-08-12 06:44;0;3;"Iron-ore heads to $80/t amid 'loss in confidence' as slump extends http:// ow.ly/KSs350vv9aW #ironore pic.twitter.com/J21uZkZ3nR";;;#ironore;"1160849433376018432";https://twitter.com/MiningWeekly/status/1160849433376018432
SanlamAU;2019-08-11 22:58;0;2;"DCE #IronOre continuing to slip. pic.twitter.com/pvSvfiZHcY";;;#IronOre;"1160732278374334464";https://twitter.com/SanlamAU/status/1160732278374334464
StockBoardAsset;2019-08-10 14:07;11;17;"the crash of iron ore shown in one chart pic.twitter.com/PAN15mNuGh";;;;"1160236113253957633";https://twitter.com/StockBoardAsset/status/1160236113253957633
mithun1500;2019-08-09 07:59;1;2;"To conserve cash in a slowdown, #JSW Steel goes conservative on iron ore mines buy. #Media https://www. moneycontrol.com/news/business/ companies/to-conserve-cash-in-a-slowdown-jsw-steel-goes-conservative-on-iron-ore-mines-buy-4315001.html … pic.twitter.com/u3wxqsZJjy";;;#JSW #Media;"1159781214485544960";https://twitter.com/mithun1500/status/1159781214485544960
Timbercap1;2019-08-09 02:38;3;5;"$ BCB @Bowencokingcoal Trading at historical high of 6c as market wakes up to re-rate underway. Top class management team set to transition this junior #cokingcoal company. #metallurgicalcoal #Ironore #silkroad #bowenbasin pic.twitter.com/cgnB8fDkhJ";;@Bowencokingcoal;#cokingcoal #metallurgicalcoal #Ironore #silkroad #bowenbasin;"1159700357754150913";https://twitter.com/Timbercap1/status/1159700357754150913
MReco12;2019-08-08 23:00;8;37;"A morbidly obese heiress suggesting that workers should be paid around $2 dollars a day. How did her vile family get so rich? They owned land that had the largest reserves of iron ore in the world. pic.twitter.com/Zhpp8xI3zR";;;;"1159645681792897024";https://twitter.com/MReco12/status/1159645681792897024
C_Rich81;2019-08-08 13:15;2;4;"EU #HRC #steel mills are seeing theoretical margin recovery (albeit to still meagre levels) on the back of slipping iron ore costs and slight rises in dollar-denominated coil prices. Still a very weak situation. pic.twitter.com/EOokNn5Sfc";;;#HRC #steel;"1159498361147445250";https://twitter.com/C_Rich81/status/1159498361147445250
Powerfm987;2019-08-08 08:56;3;8;"[ON AIR]: Executive Head of Coal Operations @ExxaroResources , Dr Nombasa Tsengwa is hosting #POWERLunch today. She discusses the application of Fourth Industrial Revolution in Mining with Sibongile Ntsoelengoe, Manager of Technology for Kumba Iron Ore Limited. #WomenInMining pic.twitter.com/zszksKYcZu";;@ExxaroResources;#POWERLunch #WomenInMining;"1159433156153479170";https://twitter.com/Powerfm987/status/1159433156153479170
Laurenttrader;2019-08-07 03:17;1;9;"Iron Ore falling of a cliff!!: pic.twitter.com/RZZtQotXV7";;;;"1158985459139108864";https://twitter.com/Laurenttrader/status/1158985459139108864
EffMktHype;2019-08-07 03:07;4;12;"Iron Ore futures not stopping their descent, now in a bear market. pic.twitter.com/78La20hurJ";;;;"1158982880921391105";https://twitter.com/EffMktHype/status/1158982880921391105
YuanTalks;2019-08-07 01:02;42;56;"#China ’s #IronOre futures tumbles another 4% this morning pic.twitter.com/iO01lYyNyx";;;#China #IronOre;"1158951529128189953";https://twitter.com/YuanTalks/status/1158951529128189953
Alliance_QLD;2019-08-06 22:57;8;12;"The announcement that the Productivity Commission will be looking into regulation in the resource sector is great news. This isn't just about the greenie boogie man coal, Australia has some of the largest reserves of iron ore , gold and uranium in the world #auspol #resources pic.twitter.com/4RlR2KZ9T8";;;#auspol #resources;"1158920067771293696";https://twitter.com/Alliance_QLD/status/1158920067771293696
MagnetiteMines;2019-08-14 00:42;1;2;"“With the market in a deficit, prices have to rise to either generate a sufficient supply response or, more likely, destroy enough demand (or both) to achieve a balance.” #ironore #commodity #steel pic.twitter.com/ojcJbER58B";;;#ironore #commodity #steel;"1161483312927596545";https://twitter.com/MagnetiteMines/status/1161483312927596545
fairy__kiki;2019-08-13 13:55;2;17;"Sitting on a huge chunk of iron ore";;;;"1161320429803454475";https://twitter.com/fairy__kiki/status/1161320429803454475
IamanODIA;2019-08-13 07:19;5;20;"Looking at the contribution of #Odisha for decades, by now Tata's sud have built a Hockey Stadium as like JRD Tata Sports Complex & gifted it to Odisha Odisha's contribution to d Tata Group is incomparable. 1st Iron Ore Mines 1910 @BBSRBuzz @TheGreatAshB https:// twitter.com/TheHemantRout/ status/1161204905027067904?s=20 …";;@BBSRBuzz @TheGreatAshB;#Odisha;"1161220754135908352";https://twitter.com/IamanODIA/status/1161220754135908352
MCreekMines;2019-08-12 18:15;0;1;"Champion Iron ships ten millionth tonne of high-grade iron ore from Bloom Lake http:// dlvr.it/RB6s7w pic.twitter.com/Mipdzeyn2w";;;;"1161023441304092672";https://twitter.com/MCreekMines/status/1161023441304092672
bruceppdl;2019-08-12 11:07;3;20;"Welcome to the ignorant world of Australia. No interest nor any concept of world events beyond the footy and iron ore prices. It’s embarrassing to watch.";;;;"1160915763441487872";https://twitter.com/bruceppdl/status/1160915763441487872
Dynamics_GEx;2019-08-12 08:09;0;2;"Australia’s resources exports have doubled over the last ten years, driven by several commodities like iron ore , coal, aluminum, and copper. #miningtrends #miningexploration https:// hubs.ly/H0kc89T0 pic.twitter.com/5ctajBLCX1";;;#miningtrends #miningexploration;"1160870795230531586";https://twitter.com/Dynamics_GEx/status/1160870795230531586
Robert__Rennie;2019-08-12 03:10;1;5;"No letup in the pace of decline of Westpac #AUDUSD 'fair value’ model. The mid-point of fair value forecast range comes in at 0.6600, lowest level seen since Dec 2008 on rate cut pricing, the very sharp drop in iron ore prices and ongoing weakness in thermal energy/ coal prices. pic.twitter.com/HvzGGw0OUT";;;#AUDUSD;"1160795642161053696";https://twitter.com/Robert__Rennie/status/1160795642161053696
DryBulkETF;2019-08-11 23:08;2;2;"SGX iron ore futures taking another dive in Asia, with the front month contract down ~6% to six month lows of ~$83/ton. As a comparison, front month futures were trading ~$75/ton just days before the Vale dam accident in late January. #shipping #drybulk $ BDRY pic.twitter.com/DDAUaiIgYm";;;#shipping #drybulk;"1160734885100904449";https://twitter.com/DryBulkETF/status/1160734885100904449
DebraRo91758510;2019-08-11 22:22;0;9;"Iron Ore getting smoked again: pic.twitter.com/3C04vg2FyP";;;;"1160723226659418112";https://twitter.com/DebraRo91758510/status/1160723226659418112
GulfTimes_QATAR;2019-08-11 18:25;0;1;"#Iron ore extends epic sell-off as rout drives futures below $90 https://www. gulf-times.com/story/638837 pic.twitter.com/Bit19UEMmO";;;#Iron;"1160663505672069120";https://twitter.com/GulfTimes_QATAR/status/1160663505672069120
Obiba_;2019-08-10 13:45;0;2;"The flagship programmes rolled out by government, such as 1D1F, 1V1D & PFJ in addition to the exploitation of our strategic resources of bauxite and iron ore deposits, amongst others, President @NAkufoAddo said, are geared towards building a Ghana Beyond Aid. #TheChangeWeVotedFor pic.twitter.com/vD2uJrVUk7";;@NAkufoAddo;#TheChangeWeVotedFor;"1160230587753488385";https://twitter.com/Obiba_/status/1160230587753488385
denvern3;2019-08-09 21:49;7;49;"4. We are here, sitting on top of one the world's significant iron ore reserves yet the facility that was built for that purpose is now a heap of scrap metal.";;;;"1159990200224735234";https://twitter.com/denvern3/status/1159990200224735234
ShaneOliverAMP;2019-08-09 20:25;1;10;"Eurozone shares -1.2% (-1.4% wk) with Italian shares -2.5% on election talk US shares -0.7% (-0.5% wk) as Trump said US/Ch trade talks in Sept may not happen US 10 yr yld +3bp to 1.75% Oil +3.7% to $54.5 Gold -0.6% Iron ore -4% to $92 ASX futures -0.3% $ A 0.6779 as $ US index flat";;;;"1159968910298365952";https://twitter.com/ShaneOliverAMP/status/1159968910298365952
Bovell_GM;2019-08-09 15:36;1;8;"The Fund is holding its short iron ore position as global data continue to decelerate & market anticipates Vale's operations coming back online in the next 6-12 months. Short Dalian contracts from ¥738 and ¥711, in the green >2%. pic.twitter.com/RU2ctfqhyz";;;;"1159896371203313664";https://twitter.com/Bovell_GM/status/1159896371203313664
RVAnalysis;2019-08-09 14:31;2;7;"In this week’s edition of The Compass we take a look at, Heidelberg Cement, Tata Steel India, Global Macro Movers, Iron Ore , US Corp High-Yield/10 Year Spread, U.S. Consumer Confidence, SLV and more. Read now on Think Tank: https:// rvtv.io/2KARWmB pic.twitter.com/EYLSxKSQap";;;;"1159879793137115137";https://twitter.com/RVAnalysis/status/1159879793137115137
livequanto;2019-08-09 04:41;2;2;"Iron ore falling off the cliff. #DXY #AUDUSD pic.twitter.com/tlzhcsk4n7";;;#DXY #AUDUSD;"1159731395339513856";https://twitter.com/livequanto/status/1159731395339513856
Makno20;2019-08-08 16:43;5;20;"If you want to be all mathematical about it you can say: Iron ore +labour= Iron. or Iron-labour= iron ore . But this applies to basically all processes. Whether it be fishing, painting a house, or making and selling a sandwhiche. Labour went in, which ncreased the value";;;;"1159550758280400902";https://twitter.com/Makno20/status/1159550758280400902
simonting;2019-08-06 23:46;11;11;"Finally (2), DCE Iron Ore Spot index -20% from high and breaks below trendline support !! pic.twitter.com/8p77GrfTv1";;;;"1158932304837804032";https://twitter.com/simonting/status/1158932304837804032
ShaneOliverAMP;2019-08-06 19:17;5;11;"Huge June trade surplus indicates Aust likely to see its first current account surplus since 1975. Iron ore price fall suggests slip back into deficit ahead but its likely to remain historically small. So much for alarmism about a foreign debt crisis (35 years ago)! #Ausecon pic.twitter.com/Z2N0Jn735H";;;#Ausecon;"1158864771539619841";https://twitter.com/ShaneOliverAMP/status/1158864771539619841
TheZealSeal;2019-08-13 05:01;0;0;"Something is not adding up here $ Rivet #BoredTruckies #EpsteinSuicideCoverUp #ironore pic.twitter.com/U3qAYNLv46";;;#BoredTruckies #EpsteinSuicideCoverUp #ironore;"1161185970743463937";https://twitter.com/TheZealSeal/status/1161185970743463937
chigrl;2019-08-12 06:41;16;32;"#IronOre Disruptions to supply from 3 largest producers at a time of robust Chinese demand prompted the dramatic rise of iron ore . Producers plans to raise out put in H2 and weaker China demand supports recent price turn around. We are still well above price of Vale disaster pic.twitter.com/zDYL4Um52P";;;#IronOre;"1160848844965498880";https://twitter.com/chigrl/status/1160848844965498880
SeaNews11;2019-08-12 01:33;1;1;"Iron ore port stocks decline as steelmakers buy the dips https:// seanews.co.uk/news/global-ma ritime-events/iron-ore-port-stocks-decline-as-steelmakers-buy-the-dips/ … pic.twitter.com/UG2HJ7bwKJ";;;;"1160771193902948352";https://twitter.com/SeaNews11/status/1160771193902948352
EffMktHype;2019-08-12 01:13;1;6;"AUD/CAD as loose proxy for Iron Ore vs Crude. Even with the massive drop in Iron Ore so far, still looks way over valued. @sunchartist pic.twitter.com/eN4rgrAcJu";;@sunchartist;;"1160766179645906945";https://twitter.com/EffMktHype/status/1160766179645906945
ASX1500;2019-08-11 20:25;0;2;"Iron ore gonna freefall. pic.twitter.com/Ytk7aAcRbM";;;;"1160693761589932032";https://twitter.com/ASX1500/status/1160693761589932032
lentsuah;2019-08-11 00:23;0;0;"The flagship programmes rolled out by gov't, such as “1-District-1-Factory”, “One-Village-One-Dam”, “Planting for Food and Jobs”, in addition to the exploitation of our strategic resources of bauxite and iron ore deposits, amongst others, @NAkufoAddo said, #TheChangeWeVotedFor pic.twitter.com/nf6WkqKSU0";;@NAkufoAddo;#TheChangeWeVotedFor;"1160391143915474944";https://twitter.com/lentsuah/status/1160391143915474944
Ironore14;2019-08-10 21:50;2;17;"Top ten rappers eminem was to afraid to diss. pic.twitter.com/5nI1xRC3TO";;;;"1160352761692790784";https://twitter.com/Ironore14/status/1160352761692790784
aaron_mpotle;2019-08-09 15:39;33;22;"34 ton trucks are required Distance: 34Km roundtrip Commodity: iron ore Loads: 15 per truck per day Commencement: 12 August 2019 https:// twitter.com/akreana_/statu s/1081598051322679297 …";;;;"1159897084541227008";https://twitter.com/aaron_mpotle/status/1159897084541227008
