username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Neha_1007;2019-08-21 03:01;1;9;"Brent crude oil futures rose above $60 a barrel for the first time in over a week on Wednesday after a data report showed a larger-than-expected drop in U.S. crude inventories, but ongoing worries about a possible global recession capped gains. #Commodities";;;#Commodities;"1164055008960106496";https://twitter.com/Neha_1007/status/1164055008960106496
macrohedged;2019-08-21 00:00;1;0;"Wednesday: Key Volume & Volatility Skew for Crude Oil Options: https:// macrhed.com/LO1V2V #CL_F #CrudeOil #WTI $ USO #OOTT $ UCO $ DBO #Brent $ BNO $ XLE";;;#CL_F #CrudeOil #WTI #OOTT #Brent;"1164009244447911936";https://twitter.com/macrohedged/status/1164009244447911936
theedgemalaysia;2019-08-20 23:07;2;2;"Crude Oil : Brent oil rises above $60, buoyed by U.S. inventory drawdown - Reuters https:// u.theedgemarkets.com/r/578894";;;;"1163995930300829696";https://twitter.com/theedgemalaysia/status/1163995930300829696
WtiOil;2019-08-20 21:21;3;0;"Crude Oil Closing Prices (08-20-2019) West Texas Intermediate: $56.17 Brent: $60.05 #WTI #Brent #today #oilandgas #engineering pic.twitter.com/A2mFESTyQb";;;#WTI #Brent #today #oilandgas #engineering;"1163969366498697216";https://twitter.com/WtiOil/status/1163969366498697216
forexoilfort;2019-08-21 18:47;0;0;"2018 OPEC net oil export revenues highest since 2013, but likely to decline (8/21/2019) https:// ift.tt/320cmwF | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude";;;#oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude;"1164293005890793472";https://twitter.com/forexoilfort/status/1164293005890793472
InfinitusCap;2019-08-21 17:19;0;0;"Proud to say we have among most accurate #WTI #OIL #FUTURES #CL_F #CL $ CL_F $ CL analytics See links below #DayTrading $ BDO $ ES $ DVN #OPEC $ APA $ APC #Brent $ UCO $ SPX $ RIG $ USO #fintwit $ ES_F $ XOM $ VLO $ MRO $ COP $ SPY $ CHK $ CVE #CrudeOil #ES_F #ES $ OIL https:// twitter.com/InfinitusCap/s tatus/1164257295590727681 …";;;#WTI #OIL #FUTURES #CL_F #CL #DayTrading #OPEC #Brent #fintwit #CrudeOil #ES_F #ES;"1164270791363649537";https://twitter.com/InfinitusCap/status/1164270791363649537
Forex24PRO;2019-08-21 17:09;0;0;"BRENT Crude Oil Forecast and analysis August 22, 2019 https:// goo.gl/fb/1GrJmm #brentoilforecast #commodities";;;#brentoilforecast #commodities;"1164268188902854658";https://twitter.com/Forex24PRO/status/1164268188902854658
realsmallspec;2019-08-21 15:46;0;1;"Great close 4 bears in $ oil 2day. Downtrend line held. Exp plunge start o/n test $51 $ wti end of wk, low 40s in Sep, 30s in Dec/Jan. #crudeoil energy bulls r dead $ crc $ xle $ mro $ Brent $ uso #oott #cl_f $ bno $ xop $ oih #stocks #SPX #SPX500 $ spy $ spx $ iwm #fintwit #es_f #StockMarket https:// twitter.com/realsmallspec/ status/1164242408512471041 …";;;#crudeoil #oott #cl_f #stocks #SPX #SPX500 #fintwit #es_f #StockMarket;"1164247543699529728";https://twitter.com/realsmallspec/status/1164247543699529728
NRT_English;2019-08-21 14:00;0;1;"Crude oil prices (August 21) http://www. nrttv.com/En/News.aspx?i d=14600&MapID=5 … #NRTnews #Brent #WTI pic.twitter.com/GNPmwajRlF";;;#NRTnews #Brent #WTI;"1164220622857211910";https://twitter.com/NRT_English/status/1164220622857211910
realsmallspec;2019-08-21 13:42;0;1;"Close 2 max lever short $ crc tgt $6 Sep, $2 Jan stop $16-18. Short $ work tgt $20 after ER stop $42. Wide stops 0 chance 2 hit in $ spx bear mkt #crudeoil $ oil $ crc $ Brent $ uso #oott #cl_f $ wti $ bno $ xop $ oih #SPX #SPX500 $ spy $ ndx $ qqq $ xlk #NASDAQ $ iwm #fintwit #es_f #StockMarket https:// twitter.com/realsmallspec/ status/1164213549368934400 …";;;#crudeoil #oott #cl_f #SPX #SPX500 #NASDAQ #fintwit #es_f #StockMarket;"1164216158259572737";https://twitter.com/realsmallspec/status/1164216158259572737
forexoilfort;2019-08-21 12:23;0;0;"Coal Transportation Rates to the Electric Power Sector https:// ift.tt/1WPcBCL | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude";;;#oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude;"1164196231633092611";https://twitter.com/forexoilfort/status/1164196231633092611
macrohedged;2019-08-21 09:50;0;0;"US Crude Oil front 12 months futures prices with the VWAP's as we go into the US RTH Session this Wednesday: https:// macrhed.com/CLpri #CL_F #CrudeOil #WTI $ USO #OOTT $ UCO $ DBO #Brent $ BNO $ XLE";;;#CL_F #CrudeOil #WTI #OOTT #Brent;"1164157724168531970";https://twitter.com/macrohedged/status/1164157724168531970
InvestingTeam_;2019-08-21 09:36;0;0;"Crude Oil Prices Heads Higher, Canada Extends Oil Production Cuts - US Market Open: Brent crude futures are notably firmer this morning following broader risk sentiment and US oil inventory drop, while the South African Rand outperforms on lower inflation. #forexmarketnews …";;;#forexmarketnews;"1164154329818943488";https://twitter.com/InvestingTeam_/status/1164154329818943488
DTradingAcademy;2019-08-21 09:31;0;0;"Crude oil futures move higher again for October, on Wednesday in early-morning trading, $ WTI _Crude (U.S.) +1.25% at $56.83, $ NBZ_F ( Brent ) +1.62% at $61.00, $ USO +1.38% at $11.79 on 08/21/2019.";;;;"1164152974882607105";https://twitter.com/DTradingAcademy/status/1164152974882607105
ResearchPool;2019-08-21 06:26;0;0;"Sberbank - Commodities Daily - August 21, 2019: > Brent pushes above $60/bbl on API inventory draw; EIA report imminent. Today, we expect the EIA to show a 2-3 mln bbl crude oil stock draw (with the risks skewed toward an even larger drawdown than toward… http:// dlvr.it/RBbyjj";;;;"1164106410650566656";https://twitter.com/ResearchPool/status/1164106410650566656
FbsTurkey;2019-08-21 06:01;0;1;"#FBS #forex #forexanaliz #forexsignals #forexsinyalleri #Petrol #Oil #CrudeOil #WTI #BRENT #Dolar Petrol fiyatları, ABD'de ham petrol stoklarının düştüğüne dair açıklanan özel sektör stok verileri sonrası yükseliş gösterdi. Link: https:// bit.ly/2MujRbw pic.twitter.com/JsXDlyuIrI";;;#FBS #forex #forexanaliz #forexsignals #forexsinyalleri #Petrol #Oil #CrudeOil #WTI #BRENT #Dolar;"1164100314573811712";https://twitter.com/FbsTurkey/status/1164100314573811712
reviews_blogger;2019-08-21 04:02;0;0;"Brent oil futures climb above $60 on US inventory draw Brent crude oil futures rose above $60 a barrel for the first time in over a week on Wednesday after a data report showed a larger-than-expected drop in U.S. crude inventories. https:// ift.tt/2ZcBfrb http:// bitly.com/2sjBBbW";;;;"1164070268161142784";https://twitter.com/reviews_blogger/status/1164070268161142784
muralikumarje;2019-08-21 03:00;0;0;"US Crude Oil WTI futures rose 0.3% to $56.32/barrel, and International Brent Oil Futures rose 0.5% to $60.31/barrel. The API reported a 3.5mn-bbl drawdown last week vs. an expected decrease of 1.9mn barrels.";;;;"1164054725827842048";https://twitter.com/muralikumarje/status/1164054725827842048
SpiroSpianada;2019-08-21 01:34;0;0;"https:// twitter.com/PlattsOil/stat us/1164032612706463744 … #Crudeoil futures: #Brent , #NYMEX higher on #UScrude stock draw as growth fears linger: http:// plts.co/Jqc450vE1Ql Brent /Dubai spread narrows on firm demand for #sourcrude : http:// plts.co/qCDb50vE1Qk pic.twitter.com/StKv0PTxRX — Platts Oil (PlattsOil…";;;#Crudeoil #Brent #NYMEX #UScrude #sourcrude;"1164032944899600384";https://twitter.com/SpiroSpianada/status/1164032944899600384
Karvycommodity;2019-08-21 00:49;0;0;"#Brent Crude Prices rose above $60 a barrel amid data that showed a larger-than-expected draw down in US crude inventories. More Details@https:// bit.ly/2TNJhBs #KarvyCommodities #Commodities #Commodity #Nonagri #Agricommodity #Markettrend #Trading #Crudeoil #Energy #Oil pic.twitter.com/vrP19g5vBK";;@https;#Brent #KarvyCommodities #Commodities #Commodity #Nonagri #Agricommodity #Markettrend #Trading #Crudeoil #Energy #Oil;"1164021591505686530";https://twitter.com/Karvycommodity/status/1164021591505686530
ajaybatchu77777;2019-08-21 00:14;0;0;"Asian Markets are in mixed, yesterday S&P 500 closed down by -23.14bps. DowJones closed down by -173.35bps. Brent crude oil is trading at $60.36. USD/INR is trading at 71.558. SGXNIFTY is currently trading at 11,008. Today #nifty50 is likely to open flat. #Nifty #StockMarket";;;#nifty50 #Nifty #StockMarket;"1164012986727403520";https://twitter.com/ajaybatchu77777/status/1164012986727403520
